RowId,YearStart,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Class,Topic,Question,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Break_Out_Category,Break_Out,ClassId,TopicId,QuestionId,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationId,GeoLocation
HCUP~2016~59~HC100~OVR01~AgeStdz,2016,US,United States,HCUP,Million Hearts,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Million Hearts Cardiovascular event rates among US adults (18+); HCUP/NVSS,Age-Standardized,"Rate per 100,000",1085.9,1085.9,,,1065.5,1106.4,Overall,Overall,C1,T1,HC100,AgeStdz,BOC01,OVR01,59,
HCUP~2019~59~HC101~AGE07~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",2659.8,2659.8,,,2596.6,2723.0,Age,35+,C1,T1,HC101,Crude,BOC03,AGE07,59,
HCUP~2019~59~HC101~AGE08~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",8233.4,8233.4,,,8031.3,8435.6,Age,75+,C1,T1,HC101,Crude,BOC03,AGE08,59,
HCUP~2019~59~HC101~GEN01~AgeStdz,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",1911.3,1911.3,,,1861.0,1961.7,Gender,Male,C1,T1,HC101,AgeStdz,BOC02,GEN01,59,
HCUP~2019~59~HC101~GEN02~AgeStdz,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,Major cardiovascular disease hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",1338.8,1338.8,,,1305.8,1371.8,Gender,Female,C1,T1,HC101,AgeStdz,BOC02,GEN02,59,
HCUP~2016~59~HC103~OVR01~AgeStdz,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.5,2.5,,,2.4,2.6,Overall,Overall,C1,T1,HC103,AgeStdz,BOC01,OVR01,59,
HCUP~2016~59~HC103~OVR01~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),3.4,3.4,,,3.3,3.4,Overall,Overall,C1,T1,HC103,Crude,BOC01,OVR01,59,
HCUP~2016~59~HC103~AGE01~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),2.4,2.4,,,1.9,2.8,Age,18-24,C1,T1,HC103,Crude,BOC03,AGE01,59,
HCUP~2016~59~HC103~AGE04~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),2.0,2.0,,,1.9,2.1,Age,25-44,C1,T1,HC103,Crude,BOC03,AGE04,59,
HCUP~2016~59~HC103~AGE05~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),2.4,2.4,,,2.3,2.4,Age,45-64,C1,T1,HC103,Crude,BOC03,AGE05,59,
HCUP~2016~59~HC103~AGE06~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),4.0,4.0,,,3.9,4.1,Age,65+,C1,T1,HC103,Crude,BOC03,AGE06,59,
HCUP~2016~59~HC103~AGE07~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),3.4,3.4,,,3.3,3.5,Age,35+,C1,T1,HC103,Crude,BOC03,AGE07,59,
HCUP~2016~59~HC103~AGE08~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),4.7,4.7,,,4.6,4.8,Age,75+,C1,T1,HC103,Crude,BOC03,AGE08,59,
HCUP~2016~59~HC103~GEN01~AgeStdz,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.5,2.5,,,2.4,2.6,Gender,Male,C1,T1,HC103,AgeStdz,BOC02,GEN01,59,
HCUP~2016~59~HC103~GEN02~AgeStdz,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.6,2.6,,,2.4,2.7,Gender,Female,C1,T1,HC103,AgeStdz,BOC02,GEN02,59,
HCUP~2017~59~HC103~OVR01~AgeStdz,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.5,2.5,,,2.4,2.6,Overall,Overall,C1,T1,HC103,AgeStdz,BOC01,OVR01,59,
HCUP~2017~59~HC103~OVR01~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),3.4,3.4,,,3.3,3.5,Overall,Overall,C1,T1,HC103,Crude,BOC01,OVR01,59,
HCUP~2017~59~HC103~AGE01~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),1.7,1.7,,,1.3,2.1,Age,18-24,C1,T1,HC103,Crude,BOC03,AGE01,59,
HCUP~2017~59~HC103~AGE04~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),2.0,2.0,,,1.9,2.2,Age,25-44,C1,T1,HC103,Crude,BOC03,AGE04,59,
HCUP~2017~59~HC103~AGE05~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),2.4,2.4,,,2.3,2.5,Age,45-64,C1,T1,HC103,Crude,BOC03,AGE05,59,
HCUP~2017~59~HC103~AGE06~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),4.0,4.0,,,3.9,4.1,Age,65+,C1,T1,HC103,Crude,BOC03,AGE06,59,
HCUP~2017~59~HC103~AGE07~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),3.4,3.4,,,3.3,3.5,Age,35+,C1,T1,HC103,Crude,BOC03,AGE07,59,
HCUP~2017~59~HC103~AGE08~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),4.7,4.7,,,4.6,4.8,Age,75+,C1,T1,HC103,Crude,BOC03,AGE08,59,
HCUP~2017~59~HC103~GEN01~AgeStdz,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.6,2.6,,,2.4,2.7,Gender,Male,C1,T1,HC103,AgeStdz,BOC02,GEN01,59,
HCUP~2017~59~HC103~GEN02~AgeStdz,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.5,2.5,,,2.4,2.6,Gender,Female,C1,T1,HC103,AgeStdz,BOC02,GEN02,59,
HCUP~2018~59~HC103~OVR01~AgeStdz,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.5,2.5,,,2.4,2.6,Overall,Overall,C1,T1,HC103,AgeStdz,BOC01,OVR01,59,
HCUP~2018~59~HC103~OVR01~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),3.3,3.3,,,3.2,3.3,Overall,Overall,C1,T1,HC103,Crude,BOC01,OVR01,59,
HCUP~2018~59~HC103~AGE01~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),2.0,2.0,,,1.5,2.4,Age,18-24,C1,T1,HC103,Crude,BOC03,AGE01,59,
HCUP~2018~59~HC103~AGE04~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),2.0,2.0,,,1.9,2.2,Age,25-44,C1,T1,HC103,Crude,BOC03,AGE04,59,
HCUP~2018~59~HC103~AGE05~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),2.3,2.3,,,2.3,2.4,Age,45-64,C1,T1,HC103,Crude,BOC03,AGE05,59,
HCUP~2018~59~HC103~AGE06~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),3.8,3.8,,,3.8,3.9,Age,65+,C1,T1,HC103,Crude,BOC03,AGE06,59,
HCUP~2018~59~HC103~AGE07~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),3.3,3.3,,,3.2,3.4,Age,35+,C1,T1,HC103,Crude,BOC03,AGE07,59,
HCUP~2018~59~HC103~AGE08~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),4.5,4.5,,,4.4,4.6,Age,75+,C1,T1,HC103,Crude,BOC03,AGE08,59,
HCUP~2018~59~HC103~GEN01~AgeStdz,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.5,2.5,,,2.4,2.6,Gender,Male,C1,T1,HC103,AgeStdz,BOC02,GEN01,59,
HCUP~2018~59~HC103~GEN02~AgeStdz,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.5,2.5,,,2.4,2.7,Gender,Female,C1,T1,HC103,AgeStdz,BOC02,GEN02,59,
HCUP~2019~59~HC103~OVR01~AgeStdz,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.4,2.4,,,2.3,2.5,Overall,Overall,C1,T1,HC103,AgeStdz,BOC01,OVR01,59,
HCUP~2019~59~HC103~OVR01~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),3.2,3.2,,,3.1,3.2,Overall,Overall,C1,T1,HC103,Crude,BOC01,OVR01,59,
HCUP~2019~59~HC103~AGE01~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),2.1,2.1,,,1.6,2.6,Age,18-24,C1,T1,HC103,Crude,BOC03,AGE01,59,
HCUP~2019~59~HC103~AGE04~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),1.9,1.9,,,1.8,2.0,Age,25-44,C1,T1,HC103,Crude,BOC03,AGE04,59,
HCUP~2019~59~HC103~AGE05~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),2.3,2.3,,,2.2,2.4,Age,45-64,C1,T1,HC103,Crude,BOC03,AGE05,59,
HCUP~2019~59~HC103~AGE06~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),3.7,3.7,,,3.6,3.7,Age,65+,C1,T1,HC103,Crude,BOC03,AGE06,59,
HCUP~2019~59~HC103~AGE07~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),3.2,3.2,,,3.1,3.3,Age,35+,C1,T1,HC103,Crude,BOC03,AGE07,59,
HCUP~2019~59~HC103~AGE08~Crude,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Crude,Percent (%),4.2,4.2,,,4.1,4.3,Age,75+,C1,T1,HC103,Crude,BOC03,AGE08,59,
HCUP~2019~59~HC103~GEN01~AgeStdz,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.4,2.4,,,2.3,2.5,Gender,Male,C1,T1,HC103,AgeStdz,BOC02,GEN01,59,
HCUP~2019~59~HC103~GEN02~AgeStdz,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Major Cardiovascular Disease,"Prevalence of in-hospital mortality among major cardiovascular disease hospitalizations,US adults (18+); HCUP-NIS",Age-Standardized,Percent (%),2.4,2.4,,,2.3,2.5,Gender,Female,C1,T1,HC103,AgeStdz,BOC02,GEN02,59,
HCUP~2016~59~HC201~OVR01~AgeStdz,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",1134.9,1134.9,,,1107.1,1162.6,Overall,Overall,C1,T2,HC201,AgeStdz,BOC01,OVR01,59,
HCUP~2016~59~HC201~OVR01~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1301.3,1301.3,,,1271.1,1331.6,Overall,Overall,C1,T2,HC201,Crude,BOC01,OVR01,59,
HCUP~2016~59~HC201~AGE01~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",45.5,45.5,,,43.2,47.8,Age,18-24,C1,T2,HC201,Crude,BOC03,AGE01,59,
HCUP~2016~59~HC201~AGE04~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",204.8,204.8,,,199.0,210.5,Age,25-44,C1,T2,HC201,Crude,BOC03,AGE04,59,
HCUP~2016~59~HC201~AGE05~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1181.0,1181.0,,,1151.3,1210.7,Age,45-64,C1,T2,HC201,Crude,BOC03,AGE05,59,
HCUP~2016~59~HC201~AGE06~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",4189.8,4189.8,,,4089.5,4290.2,Age,65+,C1,T2,HC201,Crude,BOC03,AGE06,59,
HCUP~2016~59~HC201~AGE07~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1830.4,1830.4,,,1787.6,1873.1,Age,35+,C1,T2,HC201,Crude,BOC03,AGE07,59,
HCUP~2016~59~HC201~AGE08~Crude,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",6048.3,6048.3,,,5904.2,6192.4,Age,75+,C1,T2,HC201,Crude,BOC03,AGE08,59,
HCUP~2016~59~HC201~GEN01~AgeStdz,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",1366.5,1366.5,,,1330.9,1402.1,Gender,Male,C1,T2,HC201,AgeStdz,BOC02,GEN01,59,
HCUP~2016~59~HC201~GEN02~AgeStdz,2016,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",927.8,927.8,,,905.6,949.9,Gender,Female,C1,T2,HC201,AgeStdz,BOC02,GEN02,59,
HCUP~2017~59~HC201~OVR01~AgeStdz,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",1151.3,1151.3,,,1122.5,1180.1,Overall,Overall,C1,T2,HC201,AgeStdz,BOC01,OVR01,59,
HCUP~2017~59~HC201~OVR01~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1336.1,1336.1,,,1304.3,1367.8,Overall,Overall,C1,T2,HC201,Crude,BOC01,OVR01,59,
HCUP~2017~59~HC201~AGE01~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",44.5,44.5,,,42.2,46.9,Age,18-24,C1,T2,HC201,Crude,BOC03,AGE01,59,
HCUP~2017~59~HC201~AGE04~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",204.0,204.0,,,198.2,209.9,Age,25-44,C1,T2,HC201,Crude,BOC03,AGE04,59,
HCUP~2017~59~HC201~AGE05~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1202.9,1202.9,,,1172.0,1233.8,Age,45-64,C1,T2,HC201,Crude,BOC03,AGE05,59,
HCUP~2017~59~HC201~AGE06~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",4253.5,4253.5,,,4149.2,4357.8,Age,65+,C1,T2,HC201,Crude,BOC03,AGE06,59,
HCUP~2017~59~HC201~AGE07~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1876.3,1876.3,,,1831.5,1921.1,Age,35+,C1,T2,HC201,Crude,BOC03,AGE07,59,
HCUP~2017~59~HC201~AGE08~Crude,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",6155.4,6155.4,,,6004.7,6306.0,Age,75+,C1,T2,HC201,Crude,BOC03,AGE08,59,
HCUP~2017~59~HC201~GEN01~AgeStdz,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",1385.3,1385.3,,,1348.5,1422.1,Gender,Male,C1,T2,HC201,AgeStdz,BOC02,GEN01,59,
HCUP~2017~59~HC201~GEN02~AgeStdz,2017,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",942.0,942.0,,,918.9,965.1,Gender,Female,C1,T2,HC201,AgeStdz,BOC02,GEN02,59,
HCUP~2018~59~HC201~OVR01~AgeStdz,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",1151.0,1151.0,,,1122.1,1179.9,Overall,Overall,C1,T2,HC201,AgeStdz,BOC01,OVR01,59,
HCUP~2018~59~HC201~OVR01~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1350.0,1350.0,,,1317.8,1382.2,Overall,Overall,C1,T2,HC201,Crude,BOC01,OVR01,59,
HCUP~2018~59~HC201~AGE01~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",44.0,44.0,,,41.8,46.2,Age,18-24,C1,T2,HC201,Crude,BOC03,AGE01,59,
HCUP~2018~59~HC201~AGE04~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",206.7,206.7,,,200.7,212.6,Age,25-44,C1,T2,HC201,Crude,BOC03,AGE04,59,
HCUP~2018~59~HC201~AGE05~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1219.8,1219.8,,,1188.7,1250.9,Age,45-64,C1,T2,HC201,Crude,BOC03,AGE05,59,
HCUP~2018~59~HC201~AGE06~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",4213.6,4213.6,,,4109.5,4317.7,Age,65+,C1,T2,HC201,Crude,BOC03,AGE06,59,
HCUP~2018~59~HC201~AGE07~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",1892.8,1892.8,,,1847.5,1938.1,Age,35+,C1,T2,HC201,Crude,BOC03,AGE07,59,
HCUP~2018~59~HC201~AGE08~Crude,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Crude,"Rate per 100,000",6060.4,6060.4,,,5910.4,6210.3,Age,75+,C1,T2,HC201,Crude,BOC03,AGE08,59,
HCUP~2018~59~HC201~GEN01~AgeStdz,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",1393.0,1393.0,,,1356.0,1430.1,Gender,Male,C1,T2,HC201,AgeStdz,BOC02,GEN01,59,
HCUP~2018~59~HC201~GEN02~AgeStdz,2018,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",934.3,934.3,,,911.3,957.2,Gender,Female,C1,T2,HC201,AgeStdz,BOC02,GEN02,59,
HCUP~2019~59~HC201~OVR01~AgeStdz,2019,US,United States,HCUP,None,,None,,Cardiovascular Diseases,Diseases of the Heart (Heart Disease),Diseases of the heart (heart disease) hospitalization rate among US adults (18+); HCUP-NIS,Age-Standardized,"Rate per 100,000",1157.5,1157.5,,,1127.5,1187.4,Overall,Overall,C1,T2,HC201,AgeStdz,BOC01,OVR01,59,
